Ident,Name,Scenery_Local_Path,Continent,Country,State,Laty,Lonx
KIOW,Iowa City Municipal Airport,"fs-base, kiow",NA,US,Iowa,41.639183,-91.5458755
EN15,Maarud,kjh-en15,EU,NO,,60.17978,11.5648384
ENGS,Gronora Snasa,"fs-base, kjh-engs",EU,NO,,64.18307,12.1705971
ENHK,Hasvik Lufthavn,"fs-base, kjh-enhk",EU,NO,Finnmark,70.48658,22.1402817
ENOL,Orland Flystasjon,"fs-base, kjh-enol",EU,NO,Trondelag,63.698494,9.604469
ENR1,Rora Svarva Ostre,kjh-enr1,EU,NO,,63.8453,11.3447752
ENS1,Skogn Airport,kjh-ens1,EU,NO,,63.69583,11.2267847
ENSI,Ski Airport,"fs-base, kjh-ensi",EU,NO,,59.7070923,10.8816442
ENSN,Skien Lufthavn Geiteryggen,"fs-base, kjh-ensn",EU,NO,,59.1840935,9.566766
ENUL,"Os Flyplass, Ulven","fs-base, kjh-enul",EU,NO,,60.1910744,5.42023945
ENVU,Vuku,kjh-envu,EU,NO,,63.7713,11.6134367
ENSC,Henning,"fs-base, kjh-henning-nedre-langli, sa-henning",EU,NO,Trøndelag,63.931572,11.5898247
KLEX,Blue Grass,"fs-base, klex-bluegrass",NA,US,Kentucky,38.03556,-84.6026459
KLGB,Daugherty Field,"fs-base, klgb",NA,US,California,33.8150368,-118.148216
KLXN,Kelly,fs-base,NA,US,Nebraska,40.79026,-99.77545
KMGJ,Orange Co,fs-base,NA,US,New York,41.5097771,-74.2642746
RPLM,Cesar Lim Rodriguez Airport,"fs-base, Kml921-airport-rplm-taytay",AS,PH,Palawan,11.0504751,119.519234
RPSV,San Vicente Airport,"fs-base, Kml921-airport-rpsv-sanvicente",AS,PH,Palawan,10.52463,119.273224
RPVA,Daniel Z. Romualdez Airport,"fs-base, Kml921-airport-rpva-tacloban",AS,PH,,11.2260809,125.026474
RPVE,Caticlan,fs-base,AS,PH,,11.926053,121.956955
RPVP,Puerto Princesa International Airport,"fs-base, Kml921-airport-rpvp-puertoprincesa",AS,PH,Palawan,9.742113,118.758087
XCN,Francisco B. Reyes Airport,"fs-base, Kml921-airport-rpvv-coron",AS,PH,Palawan,12.1217384,120.098557
KMWH,Grant Co Intl,fs-base,NA,US,Washington,47.2106133,-119.321045
LGKH,Kolchiko Airfield Lgzz04,"fs-base, Kolchiko Airfield Rwy & Aprons",EU,GR,,40.74548,23.1226482
LGKH,Kolchiko Airfield Lgzz04,"fs-base, Kolchiko Airfield Rwy & Aprons",EU,GR,,40.74548,23.1226482
EKVE,Kolding Flyveklub,"fs-base, kolding-flyveklub",EU,DK,,55.5516243,9.19332
KORS,Orcas Island Airport,"fs-base, kors",NA,US,Washington,48.706604,-122.910629
KOSH,Witman Regional Airport,"fs-base, kosh-dots",NA,US,Wisconsin,43.9909821,-88.55663
KBCH,Bench Lake,kp-airport-kbch-benchlake,NA,US,Washington,48.3507538,-121.142593
YCSK,Casey Station,kp-airport-ycsk-casey,AN,Antarctica,Wilkes Land,-66.28514,110.755913
HMAS,Hmas Fury,kp-airport-ycsk-casey,OC,Australia,,-54.0834923,128.481262
YWIT,Wittenoom,"fs-base, kp-airport-ywit-wittenoom",OC,AU,Western Australia,-22.2256,118.373917
YHIS,Heard Island,kp-yhis,AN,HM,,-53.1070251,73.65217
KPAE,Snohomish County (Paine Fld),fs-base,NA,US,Washington,47.9059258,-122.278633
KPDX,Portland Intl,fs-base,NA,US,Oregon,45.5886879,-122.598167
KPSC,Tri-Cities,fs-base,NA,US,Washington,46.26472,-119.118568
KRB1,Camp Robinson Aux AAF,krbm-training-field,NA,US,Arkansas,34.9176636,-92.3018341
EDMM,Kreuzberg,"fs-base, kronach",EU,DE,Bavaria,50.2438,11.3586912
PAP08,Mambuleim,KRON_EastPapua,AS,ID,Papua,-3.980801,139.4047
PAP25,Hutkimo,KRON_EastPapua,AS,ID,Papua,-4.1324687,139.332016
PAP03,Gidoman,KRON_EastPapua,AS,ID,Papua,-3.97264957,139.99028
PAP12,Suaka3,KRON_EastPapua,AS,ID,Papua,-4.14808464,140.194962
PAP02,Duram,KRON_EastPapua,AS,ID,Papua,-4.472919,139.619217
PAP04,Holuwon,KRON_EastPapua,AS,ID,Papua,-4.48257732,139.276062
PAP05,Ipdeheik,KRON_EastPapua,AS,ID,Papua,-4.375578,139.319138
PAP09,Ninja,KRON_EastPapua,AS,ID,Papua,-4.362905,139.302521
PAP23,Wakbisik,KRON_EastPapua,AS,ID,Papua,-4.35008144,139.211609
PAP01,Bomela,KRON_EastPapua,AS,ID,Papua,-4.69569254,139.912109
PAP06,Kerabuk,KRON_EastPapua,AS,ID,Papua,-4.69711447,140.003052
PAP10,Suaka1,KRON_EastPapua,AS,ID,Papua,-4.464066,140.09996
PAP11,Suaka2,KRON_EastPapua,AS,ID,Papua,-4.364718,140.133942
PAP13,Suaka4,KRON_EastPapua,AS,ID,Papua,-4.35414267,140.260727
PAP14,Suaka5,KRON_EastPapua,AS,ID,Papua,-4.311782,140.382553
PAP24,Kaklup,KRON_EastPapua,AS,ID,Papua,-4.626088,140.572922
PAP07,Kyotobakon,KRON_EastPapua,AS,ID,Papua,-4.636364,140.656158
PAP15,Suaka6,KRON_EastPapua,AS,ID,Papua,-4.6277113,140.9943
PAP16,Oklip,KRON_EastPapua,AS,ID,Papua,-4.76161957,140.77948
PAP17,Oknam,KRON_EastPapua,AS,ID,Papua,-4.49253,140.657837
PAP18,Okpahik1,KRON_EastPapua,AS,ID,Papua,-4.69804335,140.771042
PAP19,Okpahik2,KRON_EastPapua,AS,ID,Papua,-4.687499,140.790253
PAP20,Okpahik3,KRON_EastPapua,AS,ID,Papua,-4.72485,140.7923
PAP21,Okyago,KRON_EastPapua,AS,ID,Papua,-4.553312,140.848892
PAP22,Tinibil,KRON_EastPapua,AS,ID,Papua,-4.823903,140.8736
GOST,Gostner Airstrip,KRON_Gostner,EU,IT,Tyrol,46.57264,11.3077021
85U,Soldier Bar USFS,"fs-base, KRON_MahoneyCreek",NA,US,Idaho,45.1044235,-114.799561
DEW,Dewey Moore,KRON_MahoneyCreek,NA,US,Idaho,45.1491966,-115.076035
DOV,Dovel,KRON_MahoneyCreek,NA,US,Idaho,45.0699577,-115.11837
ID8,Marble Creek,KRON_MahoneyCreek,NA,US,Idaho,44.77421,-114.984566
NA2,Dixie Town Airstrip,KRON_MahoneyCreek,NA,US,Idaho,45.5528,-115.459526
NA9,Simonds,KRON_MahoneyCreek,NA,US,Idaho,45.0842476,-115.125732
NSTR,North Star Ranch,KRON_MahoneyCreek,NA,US,Idaho,45.9359779,-114.8298
OR62,Cache Creek,KRON_MahoneyCreek,NA,US,Oregon,45.98202,-116.904076
PIT,Pittsburg Airstrip,KRON_MahoneyCreek,NA,US,Idaho,45.62997,-116.474983
SAL,Salmon Bar,KRON_MahoneyCreek,NA,US,Oregon,45.86012,-116.7979
SELW,Selway Lodge,KRON_MahoneyCreek,NA,US,Idaho,46.00573,-114.843658
SHEP,Shepp Ranch,KRON_MahoneyCreek,NA,US,Idaho,45.4388161,-115.66452
SRAN,Seminole Ranch,KRON_MahoneyCreek,NA,US,Idaho,46.14052,-114.917381
WHWR,Whitewater Ranch,KRON_MahoneyCreek,NA,US,Idaho,45.5354462,-115.300362
K10,Mile Hi,KRON_MahoneyCreek,NA,US,Idaho,45.1492081,-115.000854
ID50,Wapshilla,KRON_MahoneyCreek,NA,US,Idaho,45.9416847,-116.763672
KSFF,Felts Field,fs-base,NA,US,Washington,47.68299,-117.3219
PASY,Eareckson Air Station,kui-pasy,NA,US,Alaska,52.7129822,174.1177
PAWD,Seward Airport,kui-pawd,NA,US,Alaska,60.13033,-149.417923
PAWD,Seward Airport,kui-pawd,NA,US,Alaska,60.13033,-149.417923
RJAM,Minami Torishima,kui-rjam,AS,JP,Tokyo Prefecture,24.2879086,153.976715
RJAM,Minami Torishima,kui-rjam,AS,JP,Tokyo Prefecture,24.2879086,153.976715
REEF,Subi Reef Military Base,kui-subi-reef,AS,China,Subi Reef,10.9234171,114.072296
REEF,Subi Reef Military Base,kui-subi-reef,AS,China,Subi Reef,10.9234171,114.072296
CYGW,Kuujjuarapik,kuujjuarapik,NA,CA,Quebec,55.2836533,-77.76415
KVNY,Van Nuys,fs-base,NA,US,California,34.21073,-118.489861
MHIC,Islas Del Cisne,kychungdotcom-airport-mhic-islas-del-cisne,NA,HN,,17.4077473,-83.932106
VQBT,Bathpalathang,kychungdotcom-airport-vqbt-bumthang,AS,BT,Bumthang,27.5647926,90.7458649
KYKM,Yakima Air Terminal/Mcallister,fs-base,NA,US,Washington,46.56777,-120.543457
L35,Big Bear,"fs-base, foxtrot-bigbear-l35",NA,US,California,34.2634277,-116.85363
LBDB,Dolna Banya Airport,"fs-base, lbdb",EU,BG,,42.3090973,23.82048
LBWN,Varna,"fs-base, lbwn",EU,BG,,43.234127,27.8259411
LEAB,Los Llanos,"brepaddon-airport-leab-losllanos, LEAB Los Llanos Albacete v2.0",EU,ES,,38.9480858,-1.86906743
LEAM,Almeria,fs-base,EU,ES,,36.843956,-2.37010145
LEAS,Asturias,fs-base,EU,ES,,43.56357,-6.034494
LEBA,Cordoba,fs-base,EU,ES,,37.8431129,-4.84809971
LEBB,Bilbao,fs-base,EU,ES,,43.30168,-2.91764045
OLBD,Baadaran Airstrip,Leborsim_Baadaran,AS,LB,Mount Lebanon,33.63577,35.6141624
LEGE,Girona,fs-base,EU,ES,,41.9053345,2.762201
LEGR,Granada,fs-base,EU,ES,,37.1887627,-3.77734518
LEIB,Ibiza,fs-base,EU,ES,,38.8729019,1.37313318
LEJR,Jerez,fs-base,EU,ES,,36.7446365,-6.06010866
LEMG,Malaga,fs-base,EU,ES,,36.68463,-4.49248362
LEMI,Base Aérea Las Navas,fs-base,EU,ES,,42.9533119,-3.4738996
LEAX,Leoni Benabu,fs-base,EU,ES,,36.80166,-4.13626575
LEVC,Manises,fs-base,EU,ES,,39.4899864,-0.483362228
LEXJ,Santander,fs-base,EU,ES,,43.4272,-3.82052565
LEZL,San Pablo,fs-base,EU,ES,,37.4179459,-5.89311266
F1422,Bonneville,LF1422 Bonneville,EU,FR,Normandie,49.26332,0.3713143
F1456,Omaha Beach,LF1456 Omaha Beach,EU,FR,Normandie,49.3529739,-0.843102336
LF31,Stcyrlacampagne,"fs-base, LF2721 St Cyr La Campgne V2.0",EU,FR,Normandie,49.25295,1.02844214
F2722,Base Ulm Berville,LF2722 ULM Berville sur mer,EU,FR,Normandie,49.4359779,0.364735276
F2753,Val De Reuil,LF2753 val de Reuil V2.0,EU,FR,Normandie,49.2813225,1.22885323
LFXW,La Loupe Airport,fs-base,EU,FR,,48.50605,0.9909265
F2B26,Vaitella,LF2B26 Vaitella Galeria,EU,FR,Corse,42.41571,8.706398
F6161,Le Vernet,LF6161 LE VERNET,EU,FR,Normandie,48.86949,0.60294
LFAN,Clecy,LFAN CLECY airport,EU,FR,Normandie,48.8907928,-0.4994832
LFFD,Saint André,"fs-base, LFFD Saint andre de l'eure",EU,FR,Normandie,48.89743,1.25042129
LFFQ,Cerny,"fs-base, LFFQ Meeting de La ferté Alais",EU,FR,Essone,48.49845,2.33768
LFHM,Megève,"fs-base, lfhm",EU,FR,,45.82216,6.65001774
LFHU,Henri Giraud Altiport,"fs-base, lfhu-alpedhuez",EU,FR,,45.08837,6.085106
LFME,Nimes Courbessac,"fs-base, LFME-Courbessac v1.0 By Brep",EU,FR,,43.85376,4.41358042
LFOL,L'Aigle Saint Michel,"fs-base, LFOL L'aigle St Michel V1.1",EU,FR,Normandie,48.75936,0.658514
LFPC,Creil AB,lfpc,EU,FR,,49.2543144,2.525686
LFPD,St Martin,fs-base,EU,FR,,49.1024475,0.5655429
LFRO,Lannion,fs-base,EU,FR,,48.75441,-3.47220325
LFTW,Nîmes Garons,mads-airport-lftw,EU,FR,,43.7570038,4.41711664
LFX1,St Laurent De La Salanque,LFX1 St. Laurent de la Salanque v1.0 By Brep,EU,FR,,42.7967377,3.00163364
LFXX,Le Buternay,"fs-base, LFXX BUTERNAY LF2856 V2.1",EU,FR,Centre,48.61082,0.8421233
LGAL,Dimokritos,"fs-base, lgal",EU,GR,,40.8554,25.9544773
LGSK,Skiathos International Airport,"fs-base, lgskv1",EU,GR,,39.1760979,23.5020771
LGSM,Aristarchos Int'l,"fs-base, lgsm",EU,GR,,37.68903,26.9127426
LGTS,Makedonia,"fs-base, lgts",EU,GR,,40.51976,22.9710083
LGTS,Makedonia,"fs-base, lgts",EU,GR,,40.51976,22.9710083
EDDE,Erfurt,fs-base,EU,DE,,50.9798126,10.9580975
LILC,Aeroclub Adele Orsi,"fs-base, LILC",EU,IT,Varese,45.8096733,8.771783
LIRI,Aeroporto Di Salerno-Costa D'Amalfi,"fs-base, liri",EU,IT,Italy,40.61765,14.9086609
LIRZ,S.Francesco,"fs-base, LIRZ",EU,IT,,43.09782,12.5132732
LIUG,Campo Di Volo Tignes,"fs-base, liug",EU,IT,Friuli,46.15402,12.3478565
LKCI,Chribska Airport,"fs-base, lkchri",EU,CZ,Czech Republic,50.8578568,14.4650726
LKFR,Frydlant Nad Ostravici,"fs-base, lkfr",EU,CZ,Czech Republic,49.58999,18.3804779
LKHK,Hradec Králové,"fs-base, lkhk",EU,CZ,,50.2495728,15.845727
LKHS,Hosin Airport,"fs-base, lkhs",EU,CZ,Czech Republic,49.0410042,14.4921188
LKJC,Jicin,"fs-base, CZ_GA Revival 2020, lkjc-model",EU,CZ,,50.43181,15.3202267
LKKC,Krizenec Airport,"fs-base, lkkc",EU,CZ,Czech Republic,49.8713074,12.7763891
LKKL,Kladno Airport,"fs-base, lkkl",EU,CZ,Czech Republic,50.11117,14.0939007
LKLB,Liberec,"fs-base, lklb-model",EU,CZ,,50.769,15.0221786
LKMH,Mnichovo Hradiste,"fs-base, lkmh",EU,CZ,,50.5392532,15.0033989
LKMO,Most Airport,"fs-base, lkmo",EU,CZ,Czech Republic,50.5249138,13.6798334
LKPA,Policka,"fs-base, CZ_GA Revival 2020, lkpa-model",EU,CZ,,49.7397537,16.2612171
LKPC,Panensky Tynec Airport,"fs-base, lkpc",EU,CZ,Czech Republic,50.30494,13.9196224
LKPR,Vaclav Havel Airport,"fs-base, lkpr",EU,CZ,Czech Republic,50.1149063,14.2700586
LKRA,Rana Airport,"fs-base, lkra",EU,CZ,Czech Republic,50.407177,13.7550907
LKRK,Rakovnik Airport,lkrk,EU,CZ,Czech Republic,50.09429,13.6908779
LKSO,Sobeslav Airport,"fs-base, lkso",EU,CZ,Czech Republic,49.2507744,14.7158585
LKSZ,Sazena,"fs-base, lksz",EU,CZ,,50.32234,14.2614412
LKZD,Macerka Airport,"fs-base, lkzd",EU,CZ,Czech Republic,50.3173752,13.5185461
LLER,Ilan And Assaf Ramon International Airport Eilat,ller,AS,IL,,29.72711,35.0143967
LOAD,Voeltendorf Airfield,"fs-base, load",EU,AT,Lower Austria,48.1601563,15.5872755
LOIH,Flugplatz Hohenems,"fs-base, loih-hohenems",EU,AT,,47.3843956,9.70013
LOKH,Flugplatz Hirt,"fs-base, lokh",EU,AT,Carinthia,46.926918,14.4314871
LOKH,Flugplatz Hirt,"fs-base, lokh",EU,AT,Carinthia,46.926918,14.4314871
LOKN,Flugplatz Noetsch,"fs-base, lokn",EU,AT,Carinthia,46.58061,13.62938
LOLC,Scharnstein,LOLC-Scharnstein,EU,AT,,47.8972473,13.9382658
LOLK,Ried-Kirchheim,"fs-base, LOLK-Kirchheim",EU,AT,,48.2120476,13.3447552
4AK3,Long Lake Airstrip,"AKA-airports, longlakeairstip",NA,US,Alaska,61.37864,-143.315979
NOBRT,"Aviosuperficie ""Il Picchio""",losco-arona_il_picchio,EU,IT,,45.7087822,8.595688
LICH,Aviosuperficie Chavez-Marini,"fs-base, losco-chavezmarini-lich",EU,IT,Piemonte,46.1343727,8.306774
EPLR,Radawiec,fs-base,EU,PL,,51.22296,22.3946037
LOWK,Klagenfurt,fs-base,EU,AT,,46.64284,14.331213
LPCB,Municipal Aerodrome Castelo Branco,"fs-base, lpcb-castelo-branco-v1, lpcb-lpcb-castelo-branco-v1",EU,PT,,39.84475,-7.44045448
LPCB,Municipal Aerodrome Castelo Branco,"fs-base, lpcb-castelo-branco-v1, lpcb-lpcb-castelo-branco-v1",EU,PT,,39.84475,-7.44045448
LRCV,Craiova International Airport,"fs-base, lrcv",EU,RO,Dolj,44.3180542,23.88861
LROP,Otopeni International Airport,"fs-base, lrop",EU,RO,Ilfov,44.56998,26.0848942
LRPO,George Valentin Bibescu,"fs-base, lrpo",EU,RO,Dolj,44.2864532,23.791111
LSGC,Les Eplatures,"lsgc Les Eplatures, sc-airport-swiss-airfields",EU,CH,Neuchâtel,47.0847435,6.7970643
LSGL,La Blécherette,"fs-base, lsgl",EU,CH,,46.54423,6.61696863
LSPU,Flugplatz Münster,LSPU-Munster Flugplatz,EU,CH,Wallis,46.480278,8.262856
LTFM,Istanbul Airport,"argaeus-ltfm-istanbul, ltfm-navdata",AS,TR,,41.27528,28.75195
LTFM,Istanbul Airport,"argaeus-ltfm-istanbul, ltfm-navdata",AS,TR,,41.27528,28.75195
LTFM,Istanbul Airport,"argaeus-ltfm-istanbul, ltfm-navdata",AS,TR,,41.27528,28.75195
LFDG,Aerodrome De Gaillac,"fs-base, luast-airport-lfdg-gaillac",EU,FR,Occitanie,43.8827934,1.87378991
GCXO,Los Rodeos,fs-base,EU,ES,,28.4826641,-16.34153
88NV,Black Rock City Airport,"fs-base, lucioles-blackrock",NA,US,Nevada,40.78096,-119.20417
EDKN,Wipperfürth-Neye,"fs-base, lukecologne-airport-edkn-custom",EU,DE,,51.1243858,7.37235165
LIFO,Campo Di Volo Villafranca,fs-base,EU,IT,,44.29058,12.026577
EGEC,RAF Machrihanish,"fs-base, machrihanish",EU,GB,,55.4371872,-5.68557835
LFLC,Clermont-Ferrand/Auvergne,fs-base,EU,FR,,45.7866173,3.1690948
LFKS,Solenzara,mads-airport-lfks,EU,FR,,41.92382,9.401835
LFOR,Chartres Metropole,mads-airport-lfor,EU,FR,,48.4570045,1.5214746
LFRZ,Saint-Nazaire Montoir,mads-airport-lfrz,EU,FR,,47.3130455,-2.14821029
NTGA,Anaa,mads-airport-ntga,OC,PF,,-17.35284,-145.51181
NTTE,Tetiaora,mads-airport-ntte,OC,PF,,-17.01578,-149.589554
SOOS,Saül Airfield,mads-airport-soos,SA,GF,,3.61550879,-53.2036057
LFBC,Cazaux,mads-airport-lfbc,EU,FR,,44.53326,-1.12502754
LFBC,Cazaux,mads-airport-lfbc,EU,FR,,44.53326,-1.12502754
LFBG,Cognac Chateaubernard,mads-airport-lfbg,EU,FR,,45.65616,-0.314478725
LFBG,Cognac Chateaubernard,mads-airport-lfbg,EU,FR,,45.65616,-0.314478725
LFBM,Mont De Marsan,mads-airport-lfbm,EU,FR,,43.9107857,-0.5118196
LFBM,Mont De Marsan,mads-airport-lfbm,EU,FR,,43.9107857,-0.5118196
LFDS,Sarlat Domme,mads-airport-lfds,EU,FR,,44.791584,1.24606359
LFDS,Sarlat Domme,mads-airport-lfds,EU,FR,,44.791584,1.24606359
LFMI,Istres Le Tubé,mads-airport-lfmi,EU,FR,,43.5256577,4.92545938
LFMI,Istres Le Tubé,mads-airport-lfmi,EU,FR,,43.5256577,4.92545938
LFMO,Orange Caritat,mads-airport-lfmo,EU,FR,,44.1375046,4.86249828
LFMO,Orange Caritat,mads-airport-lfmo,EU,FR,,44.1375046,4.86249828
LFOC,Chateaudun,mads-airport-lfoc,EU,FR,,48.0565,1.37663841
LFOC,Chateaudun,mads-airport-lfoc,EU,FR,,48.0565,1.37663841
LFOJ,Orléans Bricy,mads-airport-lfoj,EU,FR,,47.9902763,1.76353145
LFOJ,Orléans Bricy,mads-airport-lfoj,EU,FR,,47.9902763,1.76353145
LFOT,Tours Val De Loire,mads-airport-lfot,EU,FR,,47.431324,0.7215375
LFOT,Tours Val De Loire,mads-airport-lfot,EU,FR,,47.431324,0.7215375
LFPV,Villacoublay Vélizy,mads-airport-lfpv,EU,FR,,48.7700081,2.1997726
LFPV,Villacoublay Vélizy,mads-airport-lfpv,EU,FR,,48.7700081,2.1997726
LFRH,Lorient Lann Bihoué,mads-airport-lfrh,EU,FR,,47.7613754,-3.44421649
LFRH,Lorient Lann Bihoué,mads-airport-lfrh,EU,FR,,47.7613754,-3.44421649
LFRJ,Landivisau,mads-airport-lfrj,EU,FR,,48.53168,-4.14928865
LFRJ,Landivisau,mads-airport-lfrj,EU,FR,,48.53168,-4.14928865
LFSD,Dijon Longvic,mads-airport-lfsd,EU,FR,,47.26651,5.084624
LFSD,Dijon Longvic,mads-airport-lfsd,EU,FR,,47.26651,5.084624
LFSI,Saint Dizier Robinson,mads-airport-lfsi,EU,FR,,48.6336823,4.89662457
LFSI,Saint Dizier Robinson,mads-airport-lfsi,EU,FR,,48.6336823,4.89662457
LFSO,Nancy Ochey,mads-airport-lfso,EU,FR,,48.583622,5.9547
LFSO,Nancy Ochey,mads-airport-lfso,EU,FR,,48.583622,5.9547
LFSX,Luxeuil Saint-Sauveur,mads-airport-lfsx,EU,FR,,47.7879028,6.3649826
LFSX,Luxeuil Saint-Sauveur,mads-airport-lfsx,EU,FR,,47.7879028,6.3649826
LFTF,Cuers Pierrefeu,mads-airport-lftf,EU,FR,,43.2469063,6.12487
LFTF,Cuers Pierrefeu,mads-airport-lftf,EU,FR,,43.2469063,6.12487
LFTH,Hyeres La Palyvestre,mads-airport-lfth,EU,FR,,43.09773,6.15088367
LFTH,Hyeres La Palyvestre,mads-airport-lfth,EU,FR,,43.09773,6.15088367
LFXA,Amberieu,mads-airport-lfxa,EU,FR,,45.9841537,5.33410358
LFXA,Amberieu,mads-airport-lfxa,EU,FR,,45.9841537,5.33410358
SOGS,Grand-Santi,mads-airport-sogs,SA,GF,,4.28431034,-54.3764572
SOGS,Grand-Santi,mads-airport-sogs,SA,GF,,4.28431034,-54.3764572
SOOK,Kourou,mads-airport-sook,SA,GF,,5.17317867,-52.69308
SOOK,Kourou,mads-airport-sook,SA,GF,,5.17317867,-52.69308
SOOR,Regina Airfield,mads-airport-soor,SA,GF,French Guiana,4.31363535,-52.13267
SOOR,Regina Airfield,mads-airport-soor,SA,GF,French Guiana,4.31363535,-52.13267
LFML,Marseille/Provence,fs-base,EU,FR,,43.4358025,5.213449
WBGW,Lawas,kychungdotcom-airport-wbgw-lawas,AS,MY,Sarawak,4.84660149,115.4067
WBGZ,Bario,kychungdotcom-airport-wbgz-bario,AS,MY,Sarawak,3.73537946,115.478195
WBKH,Sahabat,kychungdotcom-airport-wbkh-sahabat,AS,MY,Sabah,5.08853245,119.094147
WBKM,Tommanggong,kychungdotcom-airport-wbkm-tommanggong,AS,MY,Sabah,5.402227,118.658707
WBKN,Long Pasia,kychungdotcom-airport-wbkn-longpasia,AS,MY,Sabah,4.410042,115.724434
WMAJ,Jendarata Airstrip,kychungdotcom-airport-wmaj-jendarata,AS,MY,Perak,3.91229653,100.948776
WMAU,Mersing,kychungdotcom-airport-wmau-mersing,AS,MY,Johor,2.3888514,103.87484
WMBR,Bernam River Airfield,kychungdotcom-airport-wmbr-bernam,AS,MY,Selangor,3.76735425,101.327385
WMKM,Malacca Intl,kychungdotcom-airport-wmkm-malacca,AS,MY,Johor,2.26305556,102.2525
VRMR,Fuvahmulah Airport,airport-vrmr-fuvahmulah-0235_0.2,AS,MV,,-0.309362978,73.43249
VRMT,Kaadedhdhoo Airport,airport_vrmt_kaadedhdhoo_0235_0.1,AS,MV,,0.4877389,72.99479
VRQM,Maavaarulaa Airport,airport_vrqm_maavaarulaa_0235_0.1,AS,MV,,0.3393313,73.51196
VRBK,Kulhudhuffushi Airport,airport_vrbk_kulhudhuffushi_0235_0.2,AS,MV,,6.63089466,73.0675049
VRDA,Maafaru International Airport,airport_vrda_maafaru_international_0235_0.2,AS,MV,,5.81878138,73.47001
VREI,Ifuru Airport,airport_vrei_ifuru_0235_0.2,AS,MV,,5.70598173,73.02531
VRMG,Gan International Airport,"fs-base, airport_vrmg_gan_international_0235_0.1",AS,MV,Addu City,-0.6926761,73.15186
VRMO,Kooddoo Airport,airport_vrmo_kooddoo_0235_0.1,AS,MV,,0.733059764,73.434494
VRMU,Dhaalu Airport,airport_vrmu_dhaalu_0235_0.1,AS,MV,,2.666168,72.88714
VRMV,Maamigili Airport,airport_vrmv_maamigili_0235_0.1,AS,MV,,3.471743,72.83447
VRNT,Thimarafushi Airport,"fs-base, airport_vrnt_thimarafushi_0235_0.1",AS,MV,,2.20986152,73.15214
VRSF,Funadhoo Airport,airport_vrsf_funadhoo_0235_0.1,AS,MV,,6.16148663,73.2889557
SULS,Laguna Del Sauce,"fs-base, maldonadosuls",SA,UY,Maldonado,-34.8569145,-55.09829
LTON,Samsun Ondokuz Mayis,"fs-base, malioguducu-airport-lton-ondokuzmayis",AS,TR,,41.5131645,36.11828
EBNM,Suarlee,"fs-base, maliraf-airport-ebnm-suarlee",EU,BE,,50.4909325,4.773575
KMMH,Mammoth Yosemite Airport,"fs-base, mammothyosemite_arpt",NA,US,California,37.6259727,-118.845734
EGMH,Manston,fs-base,EU,GB,,51.3440437,1.34633076
2NC0,Mountain Air,"fs-base, matemate-airport-2nc0-mountainair",NA,US,North Carolina,35.87079,-82.34451
LHBA,Ballószög,"fs-base, matemate-airport-lhba-balloszog",EU,HU,,46.86167,19.5566959
LHFC,Bodmér-Felcsút Airport,"fs-base, matemate-airport-lhfc-bodmerfelcsut",EU,HU,,47.4445953,18.5573
LHGD,Godollo Airport,"fs-base, matemate-airport-lhgd-godollo",EU,HU,,47.5736,19.333313
LHMP,Matkópuszta Airport,matemate-airport-lhmp-matko,EU,HU,,46.800106,19.68332
LHPR,Gyor-Per Airport,"fs-base, matemate-airport-lhpr-gyorper",EU,HU,,47.6270561,17.8084373
LZIB,M.R.Stefanik,"fs-base, mb-airport-lzib-mrstefanik",EU,SK,,48.1692963,17.2151775
FSIA,Seychelles International,mcbolid-fsia01,AF,SC,,-4.67282534,55.51964
FSPP,Praslin Airport,mcbolid-fspp01,AF,SC,Praslin,-4.31925,55.6915855
MDSD,Jose Francisco Pena Gomez,"fs-base, mdsd",NA,DO,,18.42972,-69.66889
MDST,Santiago International,"fs-base, mdst",NA,DO,Santiago,19.4017353,-70.60245
KERI,Erie Intl/Tom Ridge Field,fs-base,NA,US,Pennsylvania,42.0828972,-80.17547
KERI,Erie Intl/Tom Ridge Field,fs-base,NA,US,Pennsylvania,42.0828972,-80.17547
MGPB,Puerto Barrios Airport,mgpb,NA,GT,Guatemala,15.7319317,-88.5843353
KCVX,Charlevoix Mun,fs-base,NA,US,Michigan,45.3047676,-85.27697
EKSL,Slaglille Flyveplads,"fs-base, midtsjallands-svaveflyveklub",EU,DK,,55.4522552,11.6395426
EPBK,Bialystok Krywlany,"fs-base, misiekli-epbk",EU,PL,,53.1029625,23.1671276
EGNV,Durham Tees Valley,fs-base,EU,GB,,54.5105972,-1.42282963
MRLB,Aeropuerto Intrnacional Daniel Orduber Quirós,"fs-base, MRLB_Daniel_Oduber_Quirós",NA,CR,,10.5933666,-85.5445251
EDHK,Kiel-Holtenau,"fs-base, mrmo-airport-edhk-holtenau",EU,DE,Schleswig-Holstein,54.37947,10.1451473
MROC,Juan Santamaria Intl,fs-base,NA,CR,,9.993871,-84.20892
MRQP,La Managua Airport,mrpq,NA,CR,,9.442432,-84.1295
MRP,Tobias Bolanos,mrpv.tobias.bolanos,NA,CR,,9.9574585,-84.14297
MRTR,Tambor,fs-base,NA,CR,,9.739428,-85.01634
KMSY,Louis Armstrong International,"fs-base, msuaeronautics13-kmsy",NA,US,Louisiana,29.9942036,-90.2602539
